image_id,food_name,is_fruit,qc_status,image_path,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93
01625398_003,apple,1,pass,..\data\raw\raw_images\01625398_003.jpg,4886.5,325.7228698730469,4.65960693359375,0.578777015209198,0.9088626503944397,0.5816616415977478,0.1355164498090744,-1.0,2.445570201273765e-16,-2.955063960118575e-16,-0.8125171661376953,0.0211810152977705,-0.04252375662326813,0.07468019425868988,-0.008270558901131153,0.03002866916358471,-0.08187786489725113,0.016255563125014305,0.007203761022537947,-0.03794996067881584,-0.015660474076867104,0.028241191059350967,-0.015468106605112553,-0.03698364645242691,-0.00226660817861557,0.02369454689323902,0.00015524745685979724,0.008936135098338127,0.03161820024251938,0.02299785241484642,-0.04480612277984619,-0.002800154499709606,0.01314285397529602,-0.001518597244285047,-0.02428555302321911,0.03483409434556961,0.018201913684606552,-0.0026269962545484304,-0.008031817153096199,0.012472417205572128,-0.017004966735839844,-0.006589334458112717,-0.009117718786001205,-0.00359830423258245,0.011152110993862152,-0.005018459167331457,0.012282229028642178,292.9999694824219,2.2467639446258545,15.154485702514648,1.7358949184417725,7.240321159362793,4.675595760345459,6.648819923400879,8.624034881591797,2.6614720821380615,5.993187427520752,2.6852173805236816,1.998613953590393,2.674070358276367,1.3949904441833496,0.6884825229644775,0.31830987334251404,0.0037812180817127228,0.18293803930282593,0.06835001707077026,0.01867399550974369,0.025778725743293762,0.12029522657394409,0.026071229949593544,0.025929365307092667,0.024470819160342216,0.019687853753566742,0.04184815660119057,0.004495867528021336,0.03487483412027359,0.006304953247308731,0.0023332422133535147,0.008013914339244366,0.007236836943775415,0.026168093085289,0.021329764276742935,0.04488435387611389,0.04544074833393097,0.02363453432917595,0.036676131188869476,0.007893014699220657,-0.18372131884098053,-0.2696905732154846,68.73658752441406,136.38299560546875,42.873714447021484,25.11467742919922,67.16686248779297
01625398_002,apple,1,pass,..\data\raw\raw_images\01625398_002.jpg,4062.0,306.39190673828125,4.80736780166626,0.5437448620796204,0.8471324443817139,0.5646918416023254,0.1546705961227417,-1.0,3.682072338746941e-16,-3.682072338746941e-16,-0.86875981092453,0.03894307464361191,0.0992279127240181,-0.04085438326001167,0.004553546197712421,0.004624604247510433,0.060638513416051865,-0.012406926602125168,-0.01702957972884178,-0.005634508095681667,0.06386340409517288,-0.02266121283173561,0.039419692009687424,-0.05221450328826904,0.011877696961164474,0.012468787841498852,0.04299519956111908,-0.0169632900506258,0.008122939616441727,-0.03270053118467331,-0.03751302510499954,-0.04779503867030144,-0.01855277456343174,-0.009643260389566422,0.021708941087126732,0.014856742694973946,-0.019134588539600372,-0.0073018753901124,0.0024696593172848225,7.287224434548989e-05,-0.002091779373586178,-0.004919215105473995,-0.0322415791451931,0.0027896494138985872,-0.0010468950495123863,0.005287282168865204,0.0021529216319322586,259.9999694824219,2.4763545989990234,11.739615440368652,10.101234436035156,4.255859851837158,6.459947109222412,11.426950454711914,3.9881937503814697,5.211441516876221,3.4164130687713623,2.9807589054107666,1.1443501710891724,2.0371038913726807,0.7407351136207581,1.4465017318725586,0.31830987334251404,0.00030696793692186475,0.28580209612846375,0.06997869163751602,0.006574852392077446,0.03278695046901703,0.1118040457367897,0.037092190235853195,0.02089904062449932,0.0037744033616036177,0.05167423188686371,0.02724493108689785,0.0465029701590538,0.06749062985181808,0.005115223117172718,0.0447872169315815,0.010423511266708374,0.026986554265022278,0.06415428966283798,0.03187429904937744,0.04155728593468666,0.03200539946556091,0.013297035358846188,0.04424680769443512,0.03649590536952019,-0.09491711854934692,-0.03976886719465256,81.26949310302734,149.0484161376953,61.093040466308594,23.53130531311035,66.95578002929688
01625398_009,orange,1,pass,..\data\raw\raw_images\01625398_009.jpg,1216.5,139.78173828125,4.007692337036133,0.7823860049247742,0.9654762148857117,0.7486634254455566,0.10957090556621552,-1.0,1.6044139421377354e-16,-2.1706777019921006e-16,-0.7005903124809265,0.006862782407552004,-0.0060072047635912895,-0.007723439019173384,-0.05982567369937897,-0.059105485677719116,-0.0013791033998131752,-0.002500117989256978,0.004999964497983456,0.02191046066582203,-0.008686499670147896,-0.007482966873794794,-0.008707794360816479,-0.03229520469903946,-0.005828382913023233,0.001214822055771947,-0.00012112334661651403,0.01151047833263874,-0.009037471376359463,-0.001763853128068149,0.0026843964587897062,-0.01324999425560236,-0.0024035407695919275,0.006678729318082333,-0.009195736609399319,0.006125574000179768,-0.002584788715466857,0.005267716478556395,0.008535800501704216,-0.006141671910881996,0.00010029048280557618,0.0013693361543118954,-0.0028986940160393715,-0.002101119374856353,0.000426986429374665,-0.0015703908866271377,0.004147308878600597,116.99999237060547,1.2587742805480957,12.15035343170166,2.48764967918396,3.3246350288391113,1.5308884382247925,1.8655463457107544,1.0344464778900146,0.5913238525390625,0.31819653511047363,0.37935522198677063,0.3714660108089447,0.3919021487236023,0.20852816104888916,0.23864403367042542,0.31830987334251404,1.31864792209349e-16,0.7451485991477966,0.03939543291926384,0.007056443020701408,0.0067771365866065025,0.712890088558197,0.13379044830799103,0.009623168967664242,0.02313181944191456,0.024839745834469795,0.003442157059907913,0.3219859302043915,0.19443738460540771,0.04350068047642708,0.0030645716469734907,0.02540220320224762,0.03826930746436119,0.0171271450817585,0.0014233516994863749,0.10869713872671127,0.1306770294904709,0.08850188553333282,0.017573701217770576,0.0010151538299396634,0.5175981521606445,0.6975859999656677,191.91065979003906,188.21786499023438,15.203766822814941,71.00398254394531,53.173336029052734
01625398_008,orange,1,pass,..\data\raw\raw_images\01625398_008.jpg,2599.0,222.9949493408203,4.374131679534912,0.6567893624305725,0.9186992049217224,0.811977744102478,0.13304592669010162,-1.0,1.0949371239518706e-16,-9.732774508654904e-17,-0.6126052141189575,-0.024955447763204575,0.0034381875302642584,-0.025416269898414612,-0.09940119832754135,-0.05045115575194359,0.001070370664820075,0.009504574351012707,-0.022718332707881927,0.014927494339644909,-0.0031161620281636715,-0.010027417913079262,0.016412168741226196,-0.007798532024025917,0.00566814374178648,0.009686252102255821,-0.045970212668180466,-0.004190903156995773,-0.0025206319987773895,0.0007964010001160204,0.039516642689704895,0.009236837737262249,0.005421757232397795,0.0019473484717309475,-0.025268254801630974,-0.00799238495528698,0.0022629783488810062,0.0021914844401180744,0.012798448093235493,0.007832654751837254,0.005627247504889965,3.568999090930447e-05,0.0033091024961322546,-0.004929037764668465,-0.0006010782672092319,-0.0028049610555171967,-0.006414943840354681,193.99996948242188,7.698963642120361,26.509376525878906,3.4515316486358643,2.7184410095214844,0.9319874048233032,2.2898623943328857,2.01619553565979,2.4184796810150146,1.3169188499450684,0.7270161509513855,0.06122501939535141,0.27141568064689636,0.07062789797782898,0.4397179186344147,0.31830987334251404,2.6795893639136896e-15,0.47963079810142517,0.11395199596881866,0.048109740018844604,0.035780347883701324,0.13903386890888214,0.15892623364925385,0.060562245547771454,0.007256277371197939,0.023428281769156456,0.03726402670145035,0.10138494521379471,0.01644490845501423,0.09039069712162018,0.033697839826345444,0.09135796129703522,0.01760636828839779,0.061159178614616394,0.021835098043084145,0.1443411409854889,0.10809384286403656,0.024231065064668655,0.06238364428281784,0.01611718349158764,0.4837424159049988,0.5348671078681946,188.64404296875,202.42491149902344,23.163270950317383,48.426856994628906,35.83034133911133
01625398_004,apple,1,pass,..\data\raw\raw_images\01625398_004.jpg,1450.0,153.3380889892578,4.02685546875,0.7749572396278381,0.9514435529708862,0.5458430647850037,0.13769936561584473,1.0,5.79972127837839e-17,-1.9332403709807558e-17,0.8765236139297485,-0.05813388153910637,0.0598301887512207,-0.009468191303312778,0.04285237938165665,0.035068072378635406,0.014923881739377975,0.03828930854797363,0.013163077645003796,-0.023160669952630997,-0.005216360092163086,-0.019445857033133507,-0.030978737398982048,-0.003074011066928506,0.013926868326961994,-0.011035079136490822,0.015527496114373207,-0.0021143804769963026,0.006965234410017729,0.019382517784833908,0.011920860968530178,0.0020626008044928312,0.0034252943005412817,0.013027780689299107,-0.012491216883063316,-0.002889723051339388,0.009015852585434914,-0.007806014735251665,-0.00843090657144785,0.001236087060533464,0.008887293748557568,-0.009127864614129066,0.0057182880118489265,0.0016577714122831821,0.004122787155210972,-0.0030920691788196564,9.587076056050137e-05,125.99998474121094,0.3298328220844269,6.120274543762207,5.561741828918457,3.216651201248169,1.2276568412780762,0.9885724782943726,1.4550247192382812,1.4192454814910889,0.6393364667892456,0.07643543928861618,0.24162650108337402,0.4548327326774597,0.3655099868774414,0.13325703144073486,0.31830987334251404,1.9673058854497311e-16,0.718665361404419,0.02119060419499874,0.003690949408337474,0.011763070710003376,0.6117970943450928,0.07141828536987305,0.005238454323261976,0.013237794861197472,0.04886092245578766,0.0009989258833229542,0.14544278383255005,0.10081466287374496,0.024951593950390816,0.00039134229882620275,0.018154555931687355,0.0922996997833252,0.004946240223944187,0.00048263606731779873,0.2736269235610962,0.05965905636548996,0.055345792323350906,0.0019986547995358706,0.00036123080644756556,0.22216860949993134,0.6218487620353699,94.95508575439453,148.84808349609375,26.099271774291992,53.25168228149414,59.33050537109375
01625398_015,carrot,0,pass,..\data\raw\raw_images\01625398_015.jpg,1248.0,197.39697265625,5.587701320648193,0.40247926115989685,0.8863636255264282,0.9800736904144287,0.14343346655368805,-1.0,3.963000808045629e-17,-1.15841562590368e-16,-0.2735427916049957,-0.004822582006454468,0.013141161762177944,0.0026896181516349316,-0.039007145911455154,-0.10270626842975616,-0.004050882067531347,0.011570265516638756,-0.06674603372812271,-0.0023229203652590513,0.004238409455865622,-0.027032125741243362,-0.0022244127467274666,-0.02496371418237686,-0.004298849031329155,0.009061548858880997,-0.025185374543070793,0.005658354610204697,0.0016233727801591158,0.005474780220538378,-0.0037168909329921007,-0.009704481810331345,-0.002562102861702442,-0.000807590433396399,-0.016932222992181778,0.003772006370127201,0.0010753888636827469,-0.0057493154890835285,0.0008082404965534806,-0.00456757377833128,0.0005885245045647025,-0.000422356155468151,-0.004954154137521982,0.0024030148051679134,0.00044161023106426,0.006935372482985258,0.0037275701761245728,179.99998474121094,11.691298484802246,57.01551055908203,1.9910565614700317,2.1334190368652344,1.7804688215255737,3.6986608505249023,0.8947352170944214,0.2340983748435974,0.9841071963310242,0.4917263686656952,0.6286550164222717,0.30514395236968994,0.3100571930408478,0.39171335101127625,0.31830987334251404,2.887758457431952e-16,0.44780880212783813,0.23067764937877655,0.08294331282377243,0.03366806358098984,0.27967512607574463,0.37235310673713684,0.1728897988796234,0.029348453506827354,0.0522223562002182,0.05224904045462608,0.2616924047470093,0.26250794529914856,0.29301053285598755,0.13294930756092072,0.043310124427080154,0.03864508122205734,0.023554321378469467,0.060900334268808365,0.22583024203777313,0.17901673913002014,0.22476708889007568,0.22075192630290985,0.10493728518486023,0.36753925681114197,0.8244763612747192,118.57804107666016,175.8454132080078,12.963150024414062,49.46214294433594,63.53058624267578
01625398_006,orange,1,pass,..\data\raw\raw_images\01625398_006.jpg,1814.0,167.68124389648438,3.9370036125183105,0.8107336163520813,0.973959743976593,0.7245716452598572,0.12165121734142303,-1.0,2.645925786430521e-16,-2.886464614605021e-16,-0.750162661075592,0.005068429280072451,-0.006862351205199957,0.024414198473095894,-0.023739313706755638,-0.04220418632030487,-0.011814339086413383,-0.018855366855859756,-0.03223535045981407,0.01029833685606718,0.009904291480779648,0.0033069830387830734,-0.009530528448522091,-0.009398509748280048,-0.008126852102577686,0.001487197121605277,0.008741999976336956,0.0062559787184000015,0.00698798568919301,0.0007166825816966593,0.007247625384479761,-0.0036667438689619303,-0.00791087094694376,-0.0005036748480051756,-0.004214126616716385,0.0021797793451696634,0.0021279833745211363,-0.0024654159788042307,-0.0022442082408815622,-0.0020837844349443913,-0.00426864717155695,0.001671245088800788,0.001084981020539999,0.0009838752448558807,0.003429129021242261,0.0035002324730157852,0.0030131929088383913,141.99998474121094,0.32983922958374023,13.43227481842041,1.5233129262924194,1.5476205348968506,1.4889514446258545,1.1640238761901855,0.5810332894325256,0.6788484454154968,0.3417094647884369,0.23970350623130798,0.38879477977752686,0.228531613945961,0.11944252997636795,0.04116418585181236,0.31830987334251404,1.774064318258727e-16,0.6520566940307617,0.05208444967865944,0.0040741716511547565,0.00597231974825263,0.4180889427661896,0.1497756689786911,0.009988740086555481,0.009753319434821606,0.017925892025232315,0.004204204306006432,0.05145924165844917,0.14729438722133636,0.03522881492972374,0.003563647624105215,0.004336323589086533,0.01762356050312519,0.017882106825709343,0.001754297991283238,0.27545642852783203,0.015800373628735542,0.04268224537372589,0.01656646840274334,0.0013736491091549397,0.545407772064209,0.6745062470436096,192.84146118164062,205.84146118164062,15.279008865356445,55.89339828491211,45.7997932434082
01616148_003,apple,1,pass,..\data\raw\raw_images\01616148_003.jpg,4708.5,282.00714111328125,4.1097822189331055,0.7439987659454346,0.9446283578872681,0.49617159366607666,0.11580884456634521,-1.0,1.715754702518639e-16,-1.2868160268889793e-16,-0.8685211539268494,-0.011859637685120106,-0.02903810143470764,-0.02330603264272213,-0.1023072600364685,-0.029110807925462723,0.020355505868792534,-0.025775382295250893,0.013514488935470581,0.02835981734097004,-0.015836792066693306,0.046317797154188156,0.009876678697764874,-0.020942769944667816,-0.005968841724097729,-0.046028077602386475,-0.009396648034453392,0.010825634002685547,0.007675947155803442,0.026561124250292778,-0.0008809554856270552,-0.009697685949504375,-0.014555137604475021,-0.0034935236908495426,-0.0005832873284816742,0.009515433572232723,0.010894443839788437,-0.001357190660201013,0.008270679041743279,-0.003682777052745223,-0.0032920960802584887,0.008448177948594093,-0.010928054340183735,0.0033604318741708994,0.003948202822357416,-0.005044899880886078,0.01378815807402134,241.00003051757812,2.381060838699341,9.901241302490234,10.0511474609375,3.9240965843200684,2.4365391731262207,4.958362102508545,3.4790382385253906,1.630016565322876,0.7448869943618774,1.091469645500183,1.0033375024795532,0.4664474129676819,0.4647620618343353,0.32342636585235596,0.31830987334251404,0.006196584552526474,0.21597862243652344,0.04073654115200043,0.021225307136774063,0.06365732848644257,0.14752279222011566,0.02269749529659748,0.03962784633040428,0.04606444016098976,0.019243724644184113,0.02778419852256775,0.010540395975112915,0.016847580671310425,0.031164580956101418,0.00970402080565691,0.01950208470225334,0.055480390787124634,0.01948266662657261,0.014416033402085304,0.05631043389439583,0.036211516708135605,0.018446672707796097,0.006606621667742729,0.015024527907371521,0.005585398990660906,0.7304925918579102,118.20497131347656,112.61366271972656,22.702686309814453,52.536014556884766,45.778663635253906
01616148_006,orange,1,pass,..\data\raw\raw_images\01616148_006.jpg,4106.0,269.62237548828125,4.20771598815918,0.7097689509391785,0.9311713576316833,0.6184173822402954,0.10039613395929337,-1.0,4.3610004141367436e-17,-8.722000828273487e-17,-0.7849050760269165,0.018704049289226532,-0.011373599991202354,0.027513206005096436,0.1259034425020218,-0.026386301964521408,-0.0009272219613194466,0.04399943724274635,-0.005351840052753687,-0.024069907143712044,0.005798692349344492,0.040849026292562485,-0.020309532061219215,-0.005618128459900618,0.014761566184461117,0.03667536377906799,-0.019326655194163322,-0.003942857962101698,0.013584889471530914,0.02664973773062229,-0.020478418096899986,0.0019997586496174335,0.01293982844799757,0.013088329695165157,-0.010274088010191917,-0.0011771665886044502,0.009185787290334702,-0.0013336529955267906,-0.003159186104312539,-0.0004507804987952113,0.006654643919318914,-0.011563449166715145,-0.0034068783279508352,-0.0019622724503278732,0.0036254951264709234,-0.013844034634530544,-0.008285441435873508,234.0,5.5692853927612305,15.732992172241211,7.920245170593262,2.558901071548462,3.0748178958892822,3.8204219341278076,2.945542812347412,1.9561642408370972,0.7329117655754089,0.7812917828559875,1.0473119020462036,1.0602415800094604,0.8010567426681519,0.30494701862335205,0.31830987334251404,0.005556790623813868,0.30117616057395935,0.06452558934688568,0.027179356664419174,0.05263156071305275,0.12401682138442993,0.014588816091418266,0.03120281919836998,0.043533168733119965,0.032422956079244614,0.03308122605085373,0.08549083769321442,0.06615741550922394,0.017479754984378815,0.01934153027832508,0.008975394070148468,0.03764306381344795,0.027456877753138542,0.015428061597049236,0.08608467131853104,0.021856091916561127,0.019995683804154396,0.019448360428214073,0.015972476452589035,0.5323794484138489,0.569596529006958,153.062255859375,165.52816772460938,20.212448120117188,51.36412048339844,43.71662902832031
01616148_008,orange,1,pass,..\data\raw\raw_images\01616148_008.jpg,3737.0,230.79393005371094,3.7753989696502686,0.8816255331039429,0.9862760901451111,0.32513996958732605,0.10817006975412369,-1.0,-0.0,-1.0066508798595549e-16,-0.9544492363929749,0.010103068314492702,-0.006645386107265949,-0.0090115861967206,0.002651579212397337,-0.0010486745741218328,0.00044898781925439835,0.006113381125032902,-0.0062116296030581,0.010015681385993958,-0.0046061244793236256,0.005939580965787172,0.0022551987785845995,0.005811925046145916,0.005533944815397263,0.00100520730484277,0.0038702611345797777,0.005399859510362148,-5.233901902101934e-05,0.0005497050588019192,0.007602509576827288,0.00042756457696668804,0.002428883919492364,-0.0003115687577519566,0.005437656305730343,0.00040865642949938774,-0.0008319236803799868,-0.0012223803205415606,0.0014147707261145115,0.002449966035783291,-8.602325397077948e-05,0.00043121108319610357,0.001503820181824267,-3.3950094803003594e-05,-0.0029954102355986834,0.0011075424263253808,0.0009402347495779395,196.0,0.016216987743973732,2.7128310203552246,1.598795771598816,0.8763631582260132,0.9817894101142883,0.6628905534744263,0.12508434057235718,0.06112564355134964,0.4879588782787323,0.28064122796058655,0.27017417550086975,0.17988556623458862,0.3745075464248657,0.16898266971111298,0.31830987334251404,4.0395001254557583e-16,0.3805009722709656,0.008919506333768368,0.029736574739217758,0.021366361528635025,0.10809304565191269,0.028510333970189095,0.01131351850926876,0.037885066121816635,0.05298639461398125,0.011275965720415115,0.13980816304683685,0.0513441227376461,0.03489754721522331,0.004890365060418844,0.042851533740758896,0.03778062388300896,0.03406573459506035,0.002030830131843686,0.1490718424320221,0.005606371443718672,0.04356314241886139,0.01662602648139,0.0005522675346583128,0.6376515030860901,0.7616856694221497,175.34751892089844,146.0214080810547,3.306795597076416,56.32017135620117,40.603118896484375
